name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
atlanta,2022-12-07,71.2,53,62.3,71.2,53,62.3,60.5,94,0.056,100,29.17,rain,0,0,17.7,8.1,236,1024.6,97.6,4.8,527.5,45.6,5,10,2022-12-07T07:29:21,2022-12-07T17:28:49,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-08,76.7,60.8,66.2,76.7,60.8,66.2,62,87.5,0,0,0,,0,0,18.8,11.4,263.9,1021.9,55.4,6.1,522.2,45.6,5,10,2022-12-08T07:30:08,2022-12-08T17:28:55,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-09,67.7,56.5,61.9,67.7,56.5,61.9,59.7,92.7,0.686,100,41.67,rain,0,0,6.9,8.1,29.7,1019.4,92.1,7.1,461,39.9,5,10,2022-12-09T07:30:54,2022-12-09T17:29:03,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,F6303,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-10,56.7,52.7,54.2,56.7,52.7,54.2,51.7,91.2,0,0,0,,0,0,19.7,7.9,95.4,1022,100,6.8,532.8,45.6,5,10,2022-12-10T07:31:39,2022-12-10T17:29:13,0.58,Overcast,Cloudy skies throughout the day.,cloudy,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-11,53.2,51.4,52.5,53.2,51.4,52.5,51.1,95,0.456,100,37.5,rain,0,0,9.2,6.5,107.1,1020.5,100,4.9,514.7,43.9,5,10,2022-12-11T07:32:23,2022-12-11T17:29:25,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-12,61.3,51.9,55.5,61.3,51.9,55.5,51,85.6,0,0,0,,0,0,10.3,7.8,64.8,1019.4,86.5,7.1,530.9,45.6,5,10,2022-12-12T07:33:06,2022-12-12T17:29:38,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-13,52.4,48,49.5,52.4,43.2,47,42.6,77.2,0,0,0,,0,0,23,13.2,93.9,1021.9,95.5,9.5,487.8,41.5,5,10,2022-12-13T07:33:48,2022-12-13T17:29:54,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-14,48.4,43.7,45.8,44.6,39,41.2,40.9,83.5,0.784,100,41.67,rain,0,0,24.2,12.7,97.1,1016.5,100,6.8,517.2,43.7,5,10,2022-12-14T07:34:28,2022-12-14T17:30:11,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-15,57.4,43.9,50.7,57.4,39,48.9,41.4,72.9,0.834,100,25,rain,0,0,24.2,13.6,285.6,1009.8,50.1,8.2,535.3,45.6,5,10,2022-12-15T07:35:07,2022-12-15T17:30:30,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-16,52.7,35.5,44,52.7,32.1,41.2,28.8,57.6,0,0,0,,0,0,24.7,15.6,266.7,1015.4,12.2,9.9,516.6,44.3,5,10,2022-12-16T07:35:45,2022-12-16T17:30:51,0.75,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-17,46.8,35.9,43.6,42.2,32.6,39.8,27.1,52.4,0,0,0,,0,0,20.8,11,255.5,1015.9,61.2,9.9,525.2,44.6,5,10,2022-12-17T07:36:22,2022-12-17T17:31:13,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-18,45.2,31.3,37.4,40,24.6,31.6,21.1,52.5,0,0,0,,0,0,21.8,15,307.8,1022.4,3.1,9.9,544.1,47.4,5,10,2022-12-18T07:36:57,2022-12-18T17:31:37,0.85,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-19,50,28,39.7,47.7,23.7,36.4,22.9,53,0,0,0,,0,0,13.9,8.2,75.5,1028,33.2,9.9,519,44.6,5,10,2022-12-19T07:37:31,2022-12-19T17:32:03,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-20,44.2,39.1,40.8,42.4,31.5,35.7,33,75,0.065,100,33.33,rain,0,0,19.7,12.7,75.5,1028.3,97.4,8.5,496.6,42.9,5,10,2022-12-20T07:38:04,2022-12-20T17:32:30,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-21,50.4,39.6,44.1,50.4,33.1,39.3,32.1,63.4,0,0,0,,0,0,19.7,12.8,74.7,1025.5,99.6,9.8,540.3,46.6,5,10,2022-12-21T07:38:35,2022-12-21T17:32:59,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-22,46.6,39.6,42.8,45.9,34.1,39.4,40.8,92.6,0.024,100,16.67,rain,0,0,21.9,11,110.9,1015.7,100,5.1,500.4,42.6,5,10,2022-12-22T07:39:05,2022-12-22T17:33:30,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-23,50.2,11.3,22.9,50.2,-3.8,8.8,10.1,58.4,0.063,100,20.83,"rain,snow",0,0,44.7,25.9,288.6,1019.2,41.1,9.7,554.2,47.6,6,10,2022-12-23T07:39:33,2022-12-23T17:34:02,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-24,25.7,7.9,16.1,15,-8.8,3.1,2.4,54.7,0,0,0,,0,0,31.3,17.3,287.7,1027.2,23.9,9.9,558.7,48,6,10,2022-12-24T07:39:59,2022-12-24T17:34:36,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-25,35.4,17.8,25.4,28,6.7,16.6,5.4,44.7,0,0,0,,0,0,20.8,12.8,295.1,1025.8,3,9.9,551.7,48,6,10,2022-12-25T07:40:24,2022-12-25T17:35:11,0.08,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-26,42.5,18.1,30.6,42.5,12.3,26.8,6.2,38,0,0,0,,0,0,10.3,7.1,313.9,1025.6,35.3,9.9,524.6,45.5,6,10,2022-12-26T07:40:47,2022-12-26T17:35:47,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-27,50.7,29.4,37.9,50.7,26.6,37.2,21.9,55.9,0.005,100,4.17,"rain,snow",0,0,4.7,6.9,311.3,1025.9,37.3,9.7,541.9,46.9,6,10,2022-12-27T07:41:09,2022-12-27T17:36:25,0.15,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-28,56.5,26,41,56.5,26,40.9,25.5,57.1,0,0,0,,0,0,11.4,7.6,126.3,1026.4,14.1,9.8,451.2,39,6,10,2022-12-28T07:41:29,2022-12-28T17:37:05,0.18,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-29,65.7,41.8,52,65.7,40.9,51.4,37.3,58,0,0,0,,0,0,11.4,8.2,91.3,1027,43.2,9.9,533,45.6,5,10,2022-12-29T07:41:47,2022-12-29T17:37:45,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-30,64,43.9,54.1,64,43.3,53.7,47.6,78.8,0.018,100,8.33,rain,0,0,31.4,9.3,84.6,1022.6,62.5,9.8,427.5,36.8,5,10,2022-12-30T07:42:03,2022-12-30T17:38:27,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-31,62.3,52.4,57.1,62.3,52.4,57.1,55.2,93.3,0.112,100,29.17,rain,0,0,19.5,6.6,223.5,1016.1,70.3,7,407,34.9,5,10,2022-12-31T07:42:18,2022-12-31T17:39:10,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"1066W,KFTY,0349W,F6303,72219013874,KATL,72219503888,72219653863,KPDK"
